title,year,mileage,price,location,transmission,enginePower,color,model,engineCapacity,fuelType,painted,changed,paintedCount,changedCount
BİLGİN OTOMOTİV'DEN CIVIC OTOMATİK ECO ELEGANCE 180.000 KM FB7,2012,180.000,889.000 TL,"Bursa, Osmangazi",Otomatik,125 hp,Siyah,1.6 i-VTEC ECO Elegance,1595 cc,LPG & Benzin,,,0,0
BOYASIZ DEĞİŞENSİZ TRAMERSİZ,2021,56.970,1.470.000 TL,"Osmaniye, Merkez",Yarı Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1597 cc,LPG & Benzin,,,0,0
2018 HATASIZ&BOYASIZ CİVİC 1.6 ECOEXECUTİVE FAB. LPGLİ,2018,121.500,1.335.000 TL,"Tokat, Zile",Otomatik,125 hp,Beyaz,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,,0,0
AKKAYA OTOMOTİV'DEN HATASIZ BOYASIZ HONDA CİVİC MAKYAJLI,2020,95.000,1.485.900 TL,"Ankara, Akyurt",Otomatik,125 hp,Beyaz,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,,0,0
"2021 MDL,ORJ.45,000 KMDE,1,6 ECO EXECUTİVE , ORJ,LPG Lİ,HATASIZ.",2021,45.000,1.685.000 TL,"Osmaniye, Kadirli",Otomatik,125 hp,Beyaz,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,,0,0
"2020 MDL,ORJİNAL 34,000 KMDE,1,6 ECO EXECUTİVE ,ORJİNAL,LPG Lİ,",2020,34.000,1.635.000 TL,"Osmaniye, Kadirli",Otomatik,125 hp,Beyaz,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,,0,0
"2020 MDL,ORJ.72,000 KMDE,1,6 ECO EXECUTİVE , ORJ,LPG Lİ",2020,72.000,1.565.000 TL,"Osmaniye, Kadirli",Otomatik,125 hp,Beyaz,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,,0,0
MERTEL DEN 2020 CIVIC ECO EXECUTIVE SUNROOF+DERİ+CARPLY+KEYGO,2020,89.400,1.360.000 TL,"İzmir, Gaziemir",Otomatik,125 hp,Füme,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,Motor Kaputu,0,1
GK Auto // HONDA CIVIC 1.6 iVTEC **LPG **BOL EKSTRALI **BAKIMLI,2006,262.357,455.000 TL,"Balıkesir, Bandırma",Düz,125 hp,Beyaz,1.6 i-VTEC Dream,1595 cc,LPG & Benzin,,,0,0
ERKAN AUTODAN 2021 BOYASIZ FABRİKASYON LPGLİ HONDA CİVİC,2021,99.000,1.445.000 TL,"Şanlıurfa, Siverek",Otomatik,125 hp,Beyaz,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,,0,0
2002 TERTEMİZ CIVIC OTOMATİK 190.000 ORJ KM YETKİLİ BAKIMLI,2002,191.000,539.900 TL,"İstanbul, Kadıköy",Otomatik,110 hp,Bordo,1.6 i-VTEC LS,1590 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Tavan; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk; Ön Tampon; Arka Tampon",,13,0
DEĞİŞENSİZ ES7 SUNROOF+KOLDAN SİS,2005,318.000,560.000 TL,"Samsun, Bafra",Düz,110 hp,Şampanya,1.6 i-VTEC ES,1590 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk",,10,0
2017 MODEL HATASIZ BOYASIZ TRAMERSİZ FABRİKASYON LPG CİVİC,2017,191.750,1.100.000 TL,"Antalya, Manavgat",Otomatik,101 - 125 HP,Siyah,1.6 i-VTEC ECO Elegance,1401 - 1600 cm3,LPG & Benzin,,,0,0
Makyajlı Kasa Garantili Orijinal Tüplü,2019,89.000,1.425.000 TL,"Manisa, Akhisar",Otomatik,101 - 125 HP,Beyaz,1.6 i-VTEC Eco Executive,1401 - 1600 cm3,LPG & Benzin,Sol Ön Çamurluk,,1,0
otomobil Honda Civic Sedan 1.6 i-VTEC Eco Elegance Otomatik,2021,50.915,1.535.000 TL,"Bursa, Nilüfer",Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1597 cc,Benzin,"Sağ Arka Çamurluk; Arka Kaput; Ön Tampon; Arka Tampon",Sağ Arka Kapı,4,1
"2021 MDL.57,000 KMDE,BOYA YOK,FABRİKASYON LPG,İLK EL,",2021,57.000,1.515.000 TL,"Osmaniye, Kadirli",Otomatik,101 - 125 HP,Beyaz,1.6 i-VTEC ECO Elegance,1401 - 1600 cm3,LPG & Benzin,,,0,0
*KK 12 AY TAKSİT İMKANI* TEKBAŞ 2.EL ADANA'DAN HONDA CİVİC,2019,148.000,1.215.000 TL,"Adana, Seyhan",Otomatik,101 - 125 HP,Füme,1.6 i-VTEC ECO Elegance,1401 - 1600 cm3,LPG & Benzin,Sol Ön Çamurluk,,1,0
%30 PEŞİN 12+18+24+36 AY ELDEN SENETLİ 2018 CİVİC HATASIZ!!,2018,100.000,1.180.000 TL,"İstanbul, Büyükçekmece",Otomatik,101 - 125 HP,Mavi,1.6 i-VTEC ECO Elegance,1401 - 1600 cm3,LPG & Benzin,,Ön Tampon,0,1
Galeriden Honda Civic 1.6 i-VTEC Elegance 2007 Model Denizli,2007,340.000,650.000 TL,"Denizli, Acıpayam",Otomatik,125 hp,Kahverengi,1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,,"Motor Kaputu; Sol Ön Çamurluk",0,2
HAKAN OTOMOTİV'DEN HATASIZ HONDA CİVİC 1.6 VTEC LS,2002,340.000,460.000 TL,"Burdur, Merkez",Düz,110 hp,Şampanya,1.6 i-VTEC LS,1590 cc,LPG & Benzin,"Sağ Ön Kapı; Sağ Ön Çamurluk",,2,0
2017 MODEL HONDA CİVİC1.6İ VTEC ECO ELEGANCE 15 DK KREDİ İMKANI,2017,148.936,1.119.000 TL,"İstanbul, Bağcılar",Yarı Otomatik,125 hp,Gri,1.6 i-VTEC ECO Elegance,1597 cc,LPG & Benzin,,,0,0
POLAT'TAN 2008 MODEL HONDA CİVİC 1.6 OTOMATİK VİTES FUL+FULL,2008,384.232,509.000 TL,"İstanbul, Bağcılar",Otomatik,125 hp,Gri,1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,,,0,0
ÇAVUŞOĞLU 2019 HONDA CİVİC 1.6i VTEC EXECUTİVE,2019,86.400,1.318.000 TL,"İstanbul, Kadıköy",Otomatik,125 hp,Beyaz,1.6 i-VTEC Executive,1597 cc,Benzin,Sağ Ön Kapı,,1,0
Honda Civic 1.6 i-VTEC Eco Elegance 2021 Model,2021,49.000,1.540.000 TL,"Burdur, Merkez",Otomatik,101 - 125 HP,Füme,1.6 i-VTEC ECO Elegance,1401 - 1600 cm3,LPG & Benzin,,,0,0
2012 HONDA CİVİC 1.6 ELEGANCE SUNROOF MANUAL,2012,268.000,728.000 TL,"Bilecik, Merkez",Düz,125 hp,Bordo,1.6 i-VTEC Elegance,1595 cc,Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı",,7,0
"SYR MOTORS'TAN,TEMİZ KULLANILMIŞ OTOMATİK HONDA CİVİC BENZİN-LPG",2012,182.000,875.000 TL,"Düzce, Merkez",Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1595 cc,LPG & Benzin,"Sağ Ön Kapı; Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk; Ön Tampon",,5,0
Galeriden Honda Civic 1.6 i-VTEC Premium 2013 Model Bursa,2013,209.000,830.000 TL,"Bursa, Nilüfer",Otomatik,125 hp,Füme,1.6 i-VTEC Premium,1595 cc,LPG & Benzin,"Sol Arka Çamurluk; Sağ Ön Kapı",,2,0
KREDI OLUR 2015 HONDA CIVIC 1.6 V-TEC OTOMATİK,2015,164.000,780.000 TL,"İstanbul, Bağcılar",Otomatik,125 hp,Gri,1.6 i-VTEC Eco Premium,1598 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sağ Arka Kapı; Sol Arka Kapı; Sol Ön Kapı","Sağ Ön Çamurluk; Motor Kaputu",4,2
2021 HONDA CİVİC ECO EXECUTİVE 25.000 KM SERVİS BAKIMLI FAB.LPG,2021,25.000,1.520.000 TL,"İstanbul, Avcılar",Otomatik,125 hp,Mavi,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,Sağ Arka Kapı,Sağ Ön Kapı,1,1
2009 MODEL 170 BİN KM DE CİVİC,2009,170.000,545.000 TL,"Adana, Seyhan",Düz,125 hp,Siyah,1.6 i-VTEC Dream,1595 cc,LPG & Benzin,"Sol Arka Kapı; Sol Ön Kapı","Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk",2,3
2020 HONDA CİVİC 330 BİN KM İLK SAHİBİNDEN,2020,332.000,997.500 TL,"İstanbul, Bahçelievler",Otomatik,125 hp,Füme,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,,0,0
DİCLE OTO'dan 2020 CİVİC ECO EXECUTİVE 1.59 İLE KREDİ İMKNI,2020,114.000,1.375.500 TL,"İstanbul, Esenyurt",Otomatik,125 hp,Gri,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,"Sol Arka Çamurluk; Sol Arka Kapı",Sol Ön Çamurluk,2,1
2018 HONDA CİVİC ECO ELEGANCE HATASIZ-BOYASIZ 81.000 KM'DE,2018,81.000,1.365.000 TL,"Osmaniye, Merkez",Yarı Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1597 cc,LPG & Benzin,,,0,0
BAKAY'DAN 2010/ELEGANCE/SUNROOF/EKSTRALI/CAM GİBİ,2010,255.000,635.000 TL,"Malatya, Yeşilyurt",Düz,125 hp,Beyaz,1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sağ Ön Çamurluk; Sol Ön Çamurluk",Sol Ön Kapı,7,1
2007 MODEL HONDA CIVIC 1.6İVTEC 212.000KM BENZİN&LPG OTOMATİK,2007,212.000,679.000 TL,"Kırıkkale, Yahşihan",Otomatik,125 hp,Gri,1.6 i-VTEC Premium,1595 cc,LPG & Benzin,Sol Ön Kapı,"Sol Arka Çamurluk; Sol Arka Kapı",1,2
Karaca Otomotiv'den Hatasız Düşük Km Elegance,2010,88.000,845.000 TL,"Muğla, Milas",Düz,125 hp,Gri,1.6 i-VTEC Elegance,1595 cc,Benzin,,,0,0
Değişensiz Parça Boyalı Otomatik Honda Civic Fd6,2008,310.000,599.999 TL,"Antalya, Manavgat",Otomatik,125 hp,Siyah,1.6 i-VTEC Premium,1595 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sağ Arka Kapı",,2,0
2015 MODEL HATASIZ BOYASIZ HASAR KAYITSIZ HONDA ECO ELEGANCE,2015,290.000,925.000 TL,"Çorum, Bayat",Otomatik,101 - 125 HP,Beyaz,1.6 i-VTEC ECO Elegance,1401 - 1600 cm3,LPG & Benzin,,,0,0
BOYASIZ 116.000 km 2014 Civic 1.6 i-VTEC Eco Elegance Otomatik,2014,116.000,1.087.500 TL,"Kocaeli, Gölcük",Otomatik,101 - 125 HP,Füme,1.6 i-VTEC ECO Elegance,1401 - 1600 cm3,Benzin,,,0,0
2017 Model Honda Civic 1.6 Eco Elegance Otomatik Fabrikayon LPG,2017,140.000,1.160.000 TL,"Bursa, Osmangazi",Otomatik,101 - 125 HP,Beyaz,1.6 i-VTEC ECO Elegance,1401 - 1600 cm3,LPG & Benzin,Sol Ön Çamurluk,,1,0
**KK 12 AY TAKSİT İMKANI** TEKBAŞ 2.EL ADANA'DAN HONDA CİVİC,2021,102.032,1.550.000 TL,"Adana, Seyhan",Otomatik,101 - 125 HP,Beyaz,1.6 i-VTEC ECO Elegance,1401 - 1600 cm3,LPG & Benzin,"Arka Kaput; Sol Arka Çamurluk; Arka Tampon",,3,0
2012 HONDA 1.6 OTOMATİK 260 BİN KM HATASIZ BOYASIZ TAKAS OLUR,2012,260.000,827.000 TL,"Ordu, Ünye",Otomatik,101 - 125 HP,Füme,1.6 i-VTEC Premium,1401 - 1600 cm3,LPG & Benzin,,,0,0
**KK 12 AY TAKSİT İMKANI** TEKBAŞ 2.EL ADANA'DAN HONDA CİVİC,2017,178.000,1.075.000 TL,"Adana, Seyhan",Otomatik,101 - 125 HP,Beyaz,1.6 i-VTEC ECO Elegance,1401 - 1600 cm3,LPG & Benzin,,"Arka Kaput; Arka Tampon",0,2
"Ç2 DEN V.LEVHALILARA 200,000 TL KİMLİK İLE 350,000 TL PEŞİNAT K,KARTINA 12,AY TAKSİT İMKAN",2017,193.000,1.089.900 TL,"Adana, Seyhan",Yarı Otomatik,125 hp,Mavi,1.6 i-VTEC ECO Elegance,1597 cc,LPG & Benzin,"Sağ Arka Kapı; Sağ Ön Kapı; Sağ Ön Çamurluk",,3,0
2011 CIVIC 1.6İ VTEC PREMİUM OTOMATİK VSA 247.000 KMDE EMSALSİZZ,2011,247.000,695.000 TL,"Denizli, Honaz",Otomatik,125 hp,Beyaz,1.6 i-VTEC Premium,1595 cc,LPG & Benzin,"Sağ Arka Kapı; Sol Arka Kapı",,2,0
2007 TR EN UYGUN 1.6 İ-VTEC BENZİN-LPG HONDA CİVİC FD6,2007,305.000,495.000 TL,"Elazığ, Merkez",Düz,125 hp,Siyah,1.6 i-VTEC Dream,1595 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Ön Kapı; Sağ Ön Çamurluk","Sol Arka Çamurluk; Sol Ön Çamurluk",5,2
Honda Civic 1.6 i-VTEC Dream 2007 Model Ankara,2007,135.000,660.000 TL,"Ankara, Altındağ",Otomatik,125 hp,Gri (Gümüş),1.6 i-VTEC Dream,1595 cc,Benzin,"Sağ Arka Çamurluk; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sağ Ön Çamurluk; Sol Ön Çamurluk",Sol Ön Kapı,7,1
İLK SAHİP~HATASİZ~BOYASİZ~YETKİLİ SERVİS~FAB LPG~4 LASTİK SİFİR,2021,113.000,1.379.800 TL,"Ankara, Mamak",Otomatik,101 - 125 HP,Beyaz,1.6 i-VTEC ECO Elegance,1401 - 1600 cm3,LPG & Benzin,,,0,0
2020 HONDA CİVİC..99.000KM..OTOMATİK VİTES..LPG'Lİ..DEĞİŞENSİZ.,2020,99.000,1.269.000 TL,"Ankara, Akyurt",Otomatik,101 - 125 HP,Beyaz,1.6 i-VTEC ECO Elegance,1401 - 1600 cm3,LPG & Benzin,,,0,0
2002 MODEL 187.***KM VTEC LS,2002,187.000,475.000 TL,"Kütahya, Tavşanlı",Düz,110 hp,Gri,1.6 i-VTEC LS,1590 cc,Benzin,,"Arka Kaput; Sol Arka Kapı",0,2
DD MOTORS HONDA CİVİC 1.6i VTEC ECO ELEGANCE SUNROOF + LPG,2013,138.000,1.099.000 TL,"Sakarya, Adapazarı",Otomatik,101 - 125 HP,Beyaz,1.6 i-VTEC ECO Elegance,1401 - 1600 cm3,LPG & Benzin,,,0,0
AYCIL AUTO'DAN 2021-HATASIZ-BOYASIZ-TRAMERSİZ 64 BİNDE FAB-LPG+,2021,64.000,1.475.000 TL,"Tokat, Merkez",Otomatik,101 - 125 HP,Beyaz,1.6 i-VTEC ECO Elegance,1401 - 1600 cm3,LPG & Benzin,,,0,0
2018-HONDA CIVIC ECO ELEGANCE-SUNROOF-KARTA 12 TAKSİT İLE,2018,106.000,1.198.000 TL,"İstanbul, Üsküdar",Otomatik,101 - 125 HP,Füme,1.6 i-VTEC ECO Elegance,1401 - 1600 cm3,LPG & Benzin,"Sağ Arka Çamurluk; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı",,5,0
2007 HONDA CIVIC DREAM 1.6 İ-VTEC OTOMATİK 180.000 KM DEĞİŞENSİZ,2007,180.000,709.000 TL,"Kütahya, Tavşanlı",Otomatik,125 hp,Siyah,1.6 i-VTEC Dream,1595 cc,Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sol Ön Çamurluk",,4,0
239.000 KM'DE MASRAFSIZ CİVİC FD6 ELEGANCE SANROOF+DERİ DÖŞEME,2007,239.000,619.000 TL,"Ankara, Sincan",Düz,125 hp,Siyah,1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Motor Kaputu",Sağ Ön Çamurluk,8,1
DOLU DOLU AIG SATIŞTA,2004,395.000,630.000 TL,"Aydın, İncirliova",Düz,110 hp,Bej,1.6 i-VTEC LS,1590 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Sol Ön Çamurluk",Sağ Ön Çamurluk,7,1
ASİLden 2021 CİVİC 1.6 ECO EXECUTİVE BOYASIZ 57.KM FAB lpg,2021,57.000,1.505.000 TL,"Kahramanmaraş, Elbistan",Otomatik,125 hp,Gri,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,,0,0
"AZİZ YILMAZ,DAN KUSURSUZ VTEC",2006,339.000,515.000 TL,"Burdur, Bucak",Otomatik,110 hp,Bej,1.6 i-VTEC ES,1590 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Sol Ön Çamurluk",Motor Kaputu,9,1
-ERARSLAN-HONDA CİVİC 1.6 İ-VTEC ECO EXECUTİVE HATASIZ BOYASIZ,2020,44.000,1.545.000 TL,"Sivas, Merkez",Otomatik,125 hp,Gri,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,,0,0
DEĞİŞENSİZ SUNROOFLU ORİJİNAL VTEC ES,2005,307.000,595.000 TL,"Antalya, Kepez",Düz,110 hp,Gri,1.6 i-VTEC ES,1590 cc,LPG & Benzin,"Arka Kaput; Sol Ön Çamurluk",,2,0
BAŞOĞLU OTOMOTİV | HONDA CİVİC VTEC 2 AİR+WAREX+SES SİTEMİ+SSR,2004,288.000,505.000 TL,"Zonguldak, Çaycuma",Düz,110 hp,Bordo,1.6 i-VTEC ES,1590 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Motor Kaputu; Sol Ön Çamurluk","Arka Kaput; Sağ Ön Çamurluk",8,2
Yaman Otomotivden Satılık Değişensis Honda civic,2008,240.000,620.000 TL,"Sakarya, Geyve",Düz,125 hp,Gri,1.6 i-VTEC Premium,1595 cc,LPG & Benzin,,,0,0
DÜŞÜK KM'Lİ 2002 HONDA CİVİC SEDAN 1.6İ VTEC LS TAM OTOMATİK,2002,139.000,480.000 TL,"İstanbul, Eyüpsultan",Otomatik,110 hp,Gri,1.6 i-VTEC LS,1590 cc,Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Ön Tampon; Arka Tampon","Motor Kaputu; Sol Ön Çamurluk",10,2
2009 MODEL HONDA CİCİV 1.6 LPGLİ PREMİUM 185.000 KM DE,2009,185.000,745.000 TL,"Nevşehir, Merkez",Düz,125 hp,Şampanya,1.6 i-VTEC Premium,1595 cc,LPG & Benzin,,"Sol Arka Kapı; Sol Ön Kapı",0,2
!!HATASIZ BOYASIZ/CAM GİBİ SADECE (92)BN DE!!,2020,92.000,1.545.000 TL,"Adana, Seyhan",Otomatik,101 - 125 HP,Beyaz,1.6 i-VTEC ECO Elegance,1401 - 1600 cm3,LPG & Benzin,,,0,0
2010 M HONDA CİVİC 1.6 İ-VTEC PREMİUM MANUEL KUSURUSUZ / DEĞİŞENSİZ,2010,287.000,659.000 TL,"Ankara, Keçiören",Düz,125 hp,Siyah,1.6 i-VTEC Premium,1595 cc,LPG & Benzin,"Sol Arka Çamurluk; Sol Arka Kapı; Sol Ön Kapı; Sol Ön Çamurluk",,4,0
VADE TAKAS SEÇENEKLİ.OTOMATİK 1.6VTEC CİVİC,2003,421.000,420.000 TL,"İstanbul, Bağcılar",Otomatik,110 hp,Bordo,1.6 i-VTEC ES,1590 cc,LPG & Benzin,Tavan,Motor Kaputu,1,1
KONYA HAS OTOMOTİV_BOYASIZ_SERVİS BAKIMLI_ORJİNAL LPG'Lİ_SUNROF_,2020,57.200,1.449.000 TL,"Konya, Karatay",Otomatik,101 - 125 HP,Mavi,1.6 i-VTEC ECO Elegance,1401 - 1600 cm3,LPG & Benzin,,,0,0
2016 HONDA CİVİC 1.6İ VTEC ECO ELEGANCE LPGLİ 121.000 KM OTOMATK,2016,121.000,1.229.000 TL,"Ankara, Akyurt",Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1598 cc,LPG & Benzin,Sol Ön Çamurluk,,1,0
2007 HATASIZ HONDA CİVİC OTOMATİK VİTES SUNROOF,2007,244.000,685.000 TL,"Amasya, Merkez",Otomatik,125 hp,Siyah,1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı",,3,0
2020 HATASIZ HONDA CİVİC 1.6 BENZİN/LPG ECO ELEGANCE,2020,160.000,1.260.000 TL,"Mersin, Erdemli",Otomatik,101 - 125 HP,Beyaz,1.6 i-VTEC ECO Elegance,1401 - 1600 cm3,LPG & Benzin,,,0,0
YANLIŞ OKUMADINIZ 109.000KM -TAM OTOMATİK -SUNROOF -LPG YOK,2011,109.000,934.950 TL,"Ankara, Akyurt",Otomatik,125 hp,Gri,1.6 i-VTEC Elegance,1595 cc,Benzin,"Sağ Arka Çamurluk; Sağ Ön Kapı",Sağ Arka Kapı,2,1
-ÖZCAR- CİVİC DÜŞÜK KİLOMETRE OTOMATİK BAKIMLI AİLE ARACI,2010,195.000,725.000 TL,"Kocaeli, Başiskele",Otomatik,101 - 125 HP,Siyah,1.6 i-VTEC Dream,1401 - 1600 cm3,LPG & Benzin,"Sol Arka Çamurluk; Sağ Ön Kapı; Sol Ön Kapı; Motor Kaputu","Arka Kaput; Sağ Ön Çamurluk; Sol Ön Çamurluk",4,3
HONDA FB7 1.6 İ-VTEC ECO ELEGANCE OTOMATİK BENZİN/LPG 2014,2014,175.000,940.000 TL,"Kayseri, Melikgazi",Otomatik,101 - 125 HP,Beyaz,1.6 i-VTEC ECO Elegance,1401 - 1600 cm3,LPG & Benzin,"Sağ Arka Çamurluk; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Arka Tampon","Sol Arka Kapı; Sol Ön Kapı",5,2
--2020 HATASIZ CIVIC --,2020,49.650,1.495.000 TL,"Manisa, Kula",Otomatik,101 - 125 HP,Beyaz,1.6 i-VTEC ECO Elegance,1401 - 1600 cm3,LPG & Benzin,,,0,0
K.K TAMAMINA 12 AY TAKSİT İMKANI TÜM BAKIMLARI YAPILMIŞ LPG.Lİ,2003,370.200,479.950 TL,"İstanbul, Ataşehir",Otomatik,110 hp,Beyaz,1.6 i-VTEC ES,1590 cc,Benzin,"Sağ Ön Kapı; Sol Ön Çamurluk",,2,0
2016 MODEL HONDA CİVİC 1.6 ECO ELAGANCE 121 BİN KM,2016,121.000,1.198.000 TL,"Konya, Beyşehir",Otomatik,125 hp,Mavi,1.6 i-VTEC ECO Elegance,1598 cc,LPG & Benzin,,,0,0
2016-HATASIZ-BOYASIZ-YETKİLİ SERVİS BAKIMLI-,2016,170.000,1.149.000 TL,"Ankara, Çankaya",Otomatik,125 hp,Siyah,1.6 i-VTEC ECO Elegance,1598 cc,LPG & Benzin,,,0,0
AYAZ OTOMOTİV'den HONDA CİVİC 1.6VTEC,2006,270.000,739.000 TL,"Osmaniye, Merkez",Otomatik,110 hp,Bej,1.6 i-VTEC ES,1590 cc,LPG & Benzin,"Sol Arka Çamurluk; Sol Ön Çamurluk",,2,0
2005 HONDA CİVİC 1.6 VTEC LS İÇİ BEJ OTOMATİK 223.000 KM DE,2005,223.000,550.000 TL,"Aydın, Nazilli",Otomatik,110 hp,Gri,1.6 i-VTEC LS,1590 cc,Benzin,,,0,0
2005 Civic1.6 VTEC 2 CAM GİBİ 270 BİNDE EMSALSLZ TEMİZLİKTEEE,2005,270.000,498.000 TL,"Denizli, Honaz",Düz,110 hp,Gri,1.6 i-VTEC LS,1590 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Tavan; Sol Arka Kapı; Sol Ön Kapı; Motor Kaputu; Sol Ön Çamurluk","Arka Kaput; Sağ Ön Çamurluk",9,2
96 BINDE 2018 HONDA CİVİC ECO EXECURİVE ÇOK EXTRALI + LPG,2018,97.000,1.353.000 TL,"İstanbul, Sancaktepe",Otomatik,101 - 125 HP,Beyaz,1.6 i-VTEC ECO Elegance,1401 - 1600 cm3,LPG & Benzin,,,0,0
500.000 NAKİT KALANI ELDEN ÖDEME KOLAYLIĞI K.KARTINA 12 TAKSİT,2010,136.000,735.000 TL,"Sakarya, Karasu",Düz,125 hp,Gri,1.6 i-VTEC Premium,1595 cc,LPG & Benzin,"Arka Kaput; Sol Ön Kapı; Motor Kaputu; Sol Ön Çamurluk",,4,0
Honda civic vtec2 es kasa,2002,223.000,437.800 TL,"Osmaniye, Merkez",Düz,110 hp,Bej,1.6 i-VTEC ES,1590 cc,LPG & Benzin,,,0,0
"Ç2 DEN V.LEVHALILARA PEŞİNATSIZ KİMLİK İLE 250,000 TL PEŞİNAT K.KARTINA 12,AY TAKSİT İMKAN",2013,195.000,765.900 TL,"Adana, Seyhan",Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1595 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Motor Kaputu; Sol Ön Çamurluk",,6,0
2013*CİVİC*1.6iVTEC*125HP*ECO PREMİUM*OTM VTS*119000KM*G.GRŞ*HTZ,2013,119.000,1.035.000 TL,"Ankara, Akyurt",Otomatik,125 hp,Beyaz,1.6 i-VTEC Eco Premium,1595 cc,LPG & Benzin,,,0,0
İNCAR GROUPTAN \2021 HONDA CİVİC 1.6İ- VTEC ELEGANCE HATASIZ,2021,57.000,1.408.750 TL,"Kayseri, Melikgazi",Otomatik,125 hp,Füme,1.6 i-VTEC Elegance,1597 cc,Benzin,,,0,0
GÖREN OTOMOTİV HONDA CIVIC FB7-ECO PREMİUM İLK SAHİBİNDEN,2016,126.000,809.750 TL,"Bursa, Nilüfer",Düz,125 hp,Beyaz,1.6 i-VTEC Eco Premium,1598 cc,Benzin,"Sağ Arka Kapı; Sağ Ön Kapı; Sol Ön Kapı",,3,0
Galeriden Honda Civic 1.6 i-VTEC Elegance 2010 Model Konya,2010,185.000,880.000 TL,"Konya, Karatay",Otomatik,125 hp,Füme,1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,,,0,0
